"DMR","MethylDiff","AveExpr","t","P.Value","adj.P.Val","B","Contrast","healthy","nbl"
"7:23245820-23245863",-0.855566666666667,0.532283333333333,-25.9089528598444,2.14896618183069e-06,0.000126707199280386,5.32945155952581,"healthy-all",0.1045,0.960066666666667
"10:105344631-105344692",-0.895266666666667,0.5349,-25.8428156998822,2.1756411844973e-06,0.000128092465118262,5.3148521590891,"healthy-all",0.0872666666666667,0.982533333333333
"14:69095026-69095081",-0.773833333333333,0.584916666666667,-25.8175704187445,2.18592840064621e-06,0.000128510252003538,5.30926935030323,"healthy-all",0.198,0.971833333333333
"2:240230808-240230882",0.8637,0.495983333333333,25.6676953193085,2.24822216686938e-06,0.00013197981761224,5.27601046377114,"healthy-all",0.927833333333333,0.0641333333333333
"19:1468221-1468265",-0.847466666666667,0.524066666666667,-25.585194482339,2.28342504866253e-06,0.000133851252015559,5.25761802523957,"healthy-all",0.100333333333333,0.9478
"22:51042936-51043007",-0.699166666666667,0.634783333333333,-25.5332497975609,2.30593051531325e-06,0.000134974022939215,5.24600661907896,"healthy-all",0.2852,0.984366666666667
"19:1363130-1363189",-0.735933333333333,0.512833333333333,-25.5067820230708,2.31750063278733e-06,0.000135454380236544,5.24008090664544,"healthy-all",0.144866666666667,0.8808
"22:30476149-30476253",-0.782,0.5348,-25.4832932247554,2.32782713391901e-06,0.000135860763058047,5.23481688855053,"healthy-all",0.1438,0.9258
"5:175305736-175305806",-0.8609,0.507483333333333,-25.4268017568094,2.35289060146754e-06,0.000137124829828798,5.22213644892275,"healthy-all",0.0770333333333333,0.937933333333333
"16:3639229-3639299",-0.591866666666667,0.657466666666667,-25.3538591708116,2.38573552363513e-06,0.000138838085653628,5.20572075965676,"healthy-all",0.361533333333333,0.9534
"16:54967472-54967530",-0.861366666666667,0.557516666666667,-25.3435454482622,2.39042407798129e-06,0.000138910199198246,5.20339578064889,"healthy-all",0.126833333333333,0.9882
"10:126840374-126840422",-0.789466666666667,0.5655,-25.1557556782952,2.47776504907437e-06,0.000143778207912499,5.16089380734236,"healthy-all",0.170766666666667,0.960233333333333
"8:49309169-49309244",-0.774366666666667,0.555383333333333,-25.0839646844412,2.51216758704217e-06,0.000145564749493202,5.14456013693748,"healthy-all",0.1682,0.942566666666667
"1:1564794-1564856",-0.842166666666667,0.517883333333333,-25.0712138167958,2.51833787543887e-06,0.000145712621525573,5.14165412359602,"healthy-all",0.0968,0.938966666666667
"21:31865399-31865482",0.831633333333334,0.45495,25.0045800818353,2.55088126135006e-06,0.000147383844011231,5.12644331786822,"healthy-all",0.870766666666667,0.0391333333333333
"10:120353936-120353982",-0.794166666666667,0.589883333333333,-24.8945641894724,2.60572811599577e-06,0.000150337073007544,5.10123899066202,"healthy-all",0.1928,0.986966666666667
"7:96619039-96619090",-0.8551,0.533016666666667,-24.8661523548296,2.62012251261943e-06,0.000150951292855075,5.09471151571144,"healthy-all",0.105466666666667,0.960566666666667
"2:219866403-219866445",-0.932133333333333,0.5166,-24.8525875366685,2.62702868158061e-06,0.000151132960051332,5.09159239250532,"healthy-all",0.0505333333333333,0.982666666666667
"1:110611515-110611559",-0.8936,0.487133333333333,-24.8112539412099,2.64820820627649e-06,0.000152134083701798,5.08207737427036,"healthy-all",0.0403333333333333,0.933933333333333
"2:11810211-11810269",-0.8215,0.43085,-24.7800369950748,2.66434033782512e-06,0.000152842805903925,5.07488052824264,"healthy-all",0.0201,0.8416
"12:113013363-113013452",-0.757066666666667,0.532166666666667,-24.7509634639041,2.67947137722699e-06,0.000153492164768575,5.06816953875934,"healthy-all",0.153633333333333,0.9107
"22:39631786-39631883",-0.805266666666667,0.572733333333333,-24.709706767844,2.70112108591929e-06,0.000154512567117977,5.05863256851794,"healthy-all",0.1701,0.975366666666667
"9:136404903-136404992",-0.7609,0.587616666666667,-24.6629024197156,2.72593761664428e-06,0.000155710969872173,5.04779358336546,"healthy-all",0.207166666666667,0.968066666666667
"1:156893961-156894021",-0.850633333333333,0.48245,-24.498782180329,2.81515488804487e-06,0.000160579465292429,5.00962071325972,"healthy-all",0.0571333333333333,0.907766666666667
"16:67687529-67687611",0.823,0.4389,24.4507113345524,2.84194984790875e-06,0.000161878588861575,4.99839069202101,"healthy-all",0.8504,0.0274
"19:591199-591260",-0.739366666666667,0.549016666666667,-24.4012869457036,2.8698202298089e-06,0.000163235212534794,4.98682107127613,"healthy-all",0.179333333333333,0.9187
"1:110611592-110611665",-0.901466666666667,0.484666666666667,-24.3424982015453,2.90340107870949e-06,0.000164912362257701,4.97302836308304,"healthy-all",0.0339333333333333,0.9354
"2:74730717-74730802",-0.850666666666667,0.535766666666667,-24.3166468814988,2.91831738518259e-06,0.000165526140026321,4.96695255773301,"healthy-all",0.110433333333333,0.9611
"2:636724-636780",-0.6948,0.630666666666667,-24.2675197511623,2.94691911558828e-06,0.000166913332916815,4.95538818349614,"healthy-all",0.283266666666667,0.978066666666667
"1:35331575-35331656",-0.907466666666667,0.453733333333333,-24.1782328107825,2.99977127388716e-06,0.000169497301661798,4.93430938115183,"healthy-all",0,0.907466666666667
"1:156358413-156358493",-0.908066666666666,0.495666666666667,-24.1762499305498,3.00095791226596e-06,0.000169497301661798,4.93384036847037,"healthy-all",0.0416333333333333,0.9497
"7:36011266-36011313",-0.838866666666667,0.5561,-24.135695083308,3.02535211845218e-06,0.00017063579154368,4.92423932208364,"healthy-all",0.136666666666667,0.975533333333333
"1:79472408-79472438",-0.8472,0.518466666666667,-24.0320681967001,3.08877801515314e-06,0.000173969481745779,4.89963197064744,"healthy-all",0.0948666666666667,0.942066666666667
"11:73053962-73053999",0.906466666666667,0.4806,23.9008194377708,3.17142490188632e-06,0.000178374933273553,4.868310681703,"healthy-all",0.933833333333333,0.0273666666666667
"19:18980719-18980798",-0.906266666666667,0.5199,-23.8344139272739,3.21425418327811e-06,0.000180531701833742,4.85239717767787,"healthy-all",0.0667666666666667,0.973033333333333
"14:74057461-74057498",-0.130066666666667,0.916333333333333,-23.7639804012042,3.26044509090983e-06,0.000182871008713133,4.83546924787105,"healthy-all",0.8513,0.981366666666667
"9:141045017-141045111",-0.657033333333333,0.62355,-23.6170282767371,3.35941824607029e-06,0.000188160128216268,4.79998675988845,"healthy-all",0.295033333333333,0.952066666666667
"7:2289038-2289096",-0.911066666666667,0.515366666666667,-23.6082082436222,3.36547288223828e-06,0.000188237442278636,4.79785000603685,"healthy-all",0.0598333333333333,0.9709
"4:778877-778987",-0.505433333333333,0.697616666666667,-23.5501230248761,3.40567624956351e-06,0.000189989054846251,4.78375798983758,"healthy-all",0.4449,0.950333333333333
"10:134598092-134598132",-0.866833333333333,0.459616666666667,-23.5493355413836,3.40622526381249e-06,0.000189989054846251,4.78356669747423,"healthy-all",0.0262,0.893033333333333
"11:67806426-67806469",-0.897066666666667,0.448533333333333,-23.5400889662023,3.41267973072446e-06,0.000190085788984792,4.78132007190953,"healthy-all",0,0.897066666666667
"12:122016590-122016638",-0.799266666666667,0.498366666666667,-23.3401725269918,3.55589972957853e-06,0.000197789555262233,4.73252720218708,"healthy-all",0.0987333333333333,0.898
"18:34823779-34823894",-0.829233333333333,0.55175,-23.3307750058212,3.56280845781183e-06,0.0001979004957304,4.73022319675729,"healthy-all",0.137133333333333,0.966366666666667
"17:1901999-1902069",-0.885466666666667,0.493133333333333,-23.2238837252125,3.64254017246999e-06,0.000202050599566858,4.70395027942083,"healthy-all",0.0504,0.935866666666667
"11:608946-609017",-0.2448,0.818433333333333,-23.190589456423,3.66781258927222e-06,0.00020317260080135,4.69574188377314,"healthy-all",0.696033333333333,0.940833333333333
"3:122640689-122640753",-0.9299,0.51345,-23.1423138558485,3.70483292852307e-06,0.000204941383055704,4.68381880765135,"healthy-all",0.0485,0.9784
"17:15652986-15653050",-0.698966666666667,0.62755,-23.1247641273373,3.71840243337801e-06,0.000205409855136579,4.6794781594191,"healthy-all",0.278066666666667,0.977033333333333
"20:56194186-56194250",-0.912066666666667,0.4718,-23.1142066656085,3.72659433167785e-06,0.000205580384015067,4.67686533484538,"healthy-all",0.0157666666666667,0.927833333333333
"19:34311459-34311515",-0.889833333333333,0.444916666666667,-23.0029545043668,3.81425373773327e-06,0.000210128334161774,4.64925848121857,"healthy-all",0,0.889833333333333
"7:155596860-155596897",-0.111533333333333,0.0574666666666667,-22.9369866052229,3.86740527879027e-06,0.000212765407079458,4.63282503150905,"healthy-all",0.0017,0.113233333333333
"16:67428540-67428621",-0.873566666666667,0.539483333333333,-22.8428719737298,3.94478793524261e-06,0.000216726541528179,4.60929711075641,"healthy-all",0.1027,0.976266666666667
"19:46997017-46997056",-0.908366666666667,0.459283333333333,-22.7948888867566,3.98495775646712e-06,0.000218635195927367,4.59726404318835,"healthy-all",0.0051,0.913466666666667
"17:6606244-6606328",0.855333333333333,0.444266666666667,22.7586693725039,4.01560606725141e-06,0.00022001696861807,4.5881640776277,"healthy-all",0.871933333333333,0.0166
"12:49658345-49658374",-0.900433333333333,0.452783333333333,-22.7160273478782,4.05205362893037e-06,0.000221712298492737,4.57743175006221,"healthy-all",0.00256666666666667,0.903
"8:102505530-102505597",-0.8881,0.531483333333333,-22.6241768226417,4.13192380064594e-06,0.000225775716927833,4.55424524534052,"healthy-all",0.0874333333333333,0.975533333333333
"4:3534682-3534718",-0.8714,0.497266666666667,-22.6131829510644,4.1416102301604e-06,0.000225998354442804,4.55146362430079,"healthy-all",0.0615666666666667,0.932966666666667
"12:50355105-50355162",-0.8253,0.43985,-22.492329157168,4.24991497774555e-06,0.000231594487237877,4.5207955706367,"healthy-all",0.0272,0.8525
"12:115173645-115173757",-0.931066666666667,0.509966666666667,-22.4378618433092,4.2998399987862e-06,0.000233931392905411,4.50691953985765,"healthy-all",0.0444333333333333,0.9755
"19:51190108-51190198",-0.8833,0.523416666666667,-22.4276557314174,4.30927337897919e-06,0.000233931392905411,4.50431566806828,"healthy-all",0.0817666666666667,0.965066666666667
"11:62694679-62694763",-0.8643,0.49525,-22.426627047709,4.31022556022485e-06,0.000233931392905411,4.50405315514929,"healthy-all",0.0631,0.9274
"12:49735757-49735842",-0.838666666666666,0.4671,-22.3471889069695,4.38452729868264e-06,0.000237643740033982,4.4837443801572,"healthy-all",0.0477666666666667,0.886433333333333
"19:55944676-55944764",-0.801633333333333,0.514616666666667,-22.2597634113859,4.46809051425554e-06,0.000241847410080087,4.46130940271792,"healthy-all",0.1138,0.915433333333333
"17:18907127-18907226",-0.7925,0.575516666666667,-22.2437944975332,4.48356039410359e-06,0.000241976317010652,4.45720190894371,"healthy-all",0.179266666666667,0.971766666666667
"2:45176480-45176550",-0.8029,0.56165,-22.2424115725947,4.48490313447142e-06,0.000241976317010652,4.4568460559733,"healthy-all",0.1602,0.9631
"11:430249-430333",0.863866666666667,0.5067,22.2387114259874,4.48849814523993e-06,0.000241976317010652,4.45589382814634,"healthy-all",0.938633333333333,0.0747666666666667
"17:1901847-1901911",-0.925733333333333,0.484566666666667,-22.1545681372226,4.57119516307644e-06,0.000246105080765042,4.43419651598381,"healthy-all",0.0217,0.947433333333333
"12:49374247-49374313",-0.189,0.0945,-22.1371451122958,4.58854729717681e-06,0.000246709463557553,4.42969342761261,"healthy-all",0,0.189
"5:149546597-149546671",-0.8051,0.57655,-22.1303450266936,4.59534122739158e-06,0.000246745315424382,4.42793493599988,"healthy-all",0.174,0.9791
"10:134597818-134597914",-0.844566666666667,0.49265,-22.0841302475254,4.64183647150545e-06,0.000248909982082551,4.41596944548872,"healthy-all",0.0703666666666667,0.914933333333333
"9:633179-633262",0.837066666666667,0.546733333333333,21.9634590296976,4.76593679066557e-06,0.000255224787894805,4.38460727893992,"healthy-all",0.965266666666667,0.1282
"1:209979613-209979664",-0.904733333333333,0.471166666666667,-21.792899900007,4.94822981405752e-06,0.000264635010414224,4.33998264018932,"healthy-all",0.0188,0.923533333333333
"12:56474209-56474281",-0.4253,0.223916666666667,-21.7513233034798,4.99393226793623e-06,0.000266724995175146,4.32905144950356,"healthy-all",0.0112666666666667,0.436566666666667
"6:164051833-164051904",-0.882766666666666,0.533483333333333,-21.7018800077198,5.04894549081132e-06,0.000269306071338361,4.31602461664719,"healthy-all",0.0921,0.974866666666667
"14:105202800-105202879",-0.762733333333333,0.462833333333333,-21.6229947485361,5.13823635079961e-06,0.000273706238205094,4.29517886589815,"healthy-all",0.0814666666666667,0.8442
"22:51042647-51042742",-0.892333333333333,0.532466666666667,-21.6042068791835,5.1597820881122e-06,0.000274490864557948,4.29020283650152,"healthy-all",0.0863,0.978633333333333
"12:3948054-3948093",-0.4569,0.744983333333333,-21.5943404405951,5.17114038042475e-06,0.000274732182401168,4.2875879375563,"healthy-all",0.516533333333333,0.973433333333333
"12:132908090-132908184",0.863233333333333,0.487716666666667,21.5829248751021,5.1843196255515e-06,0.000275061723699928,4.28456097699861,"healthy-all",0.919333333333333,0.0561
"16:88497124-88497204",-0.934166666666667,0.467083333333333,-21.5771486266422,5.19100370022957e-06,0.000275061723699928,4.28302872989827,"healthy-all",0,0.934166666666667
"5:134826411-134826494",-0.885033333333333,0.482716666666667,-21.5665710125864,5.20327066832257e-06,0.000275175677215917,4.28022177212702,"healthy-all",0.0402,0.925233333333333
"5:140263211-140263261",-0.510966666666667,0.724216666666667,-21.5635156986703,5.20682044246551e-06,0.000275175677215917,4.27941073308301,"healthy-all",0.468733333333333,0.9797
"14:70039624-70039692",-0.674466666666667,0.641266666666667,-21.5206731005299,5.2569049685849e-06,0.000277194851266069,4.26802591802043,"healthy-all",0.304033333333333,0.9785
"1:1566130-1566196",-0.817533333333333,0.500933333333333,-21.5190674055645,5.25879333434176e-06,0.000277194851266069,4.26759878516535,"healthy-all",0.0921666666666667,0.9097
"7:154705970-154706038",-0.874633333333333,0.535716666666667,-21.4935334902225,5.28893235593375e-06,0.000278419078308246,4.26080217591859,"healthy-all",0.0984,0.973033333333333
"16:67687104-67687143",0.718766666666667,0.389516666666667,21.4592047820601,5.32978079296766e-06,0.00027995290877289,4.25165179200413,"healthy-all",0.7489,0.0301333333333333
"19:18980048-18980093",-0.596533333333333,0.685966666666667,-21.4573715074422,5.33197290925993e-06,0.00027995290877289,4.25116271606208,"healthy-all",0.3877,0.984233333333333
"16:49872702-49872825",-0.9258,0.5085,-21.4232883644021,5.37292581473059e-06,0.000281735801412781,4.242062466674,"healthy-all",0.0456,0.9714
"2:198029295-198029359",-0.474733333333333,0.741166666666667,-21.3966204872662,5.40523314355459e-06,0.000283061305492961,4.2349319707342,"healthy-all",0.5038,0.978533333333333
"1:32054605-32054656",-0.762366666666667,0.593016666666667,-21.3273787464985,5.49021580103683e-06,0.000287138286394226,4.21637631353702,"healthy-all",0.211833333333333,0.9742
"15:29967492-29967600",-0.941033333333333,0.517916666666667,-21.1659739836674,5.69464101788204e-06,0.000297443435059828,4.17288690541193,"healthy-all",0.0474,0.988433333333333
"7:75912271-75912336",-0.9242,0.475433333333333,-21.1389607604279,5.72974341063977e-06,0.000298889244676003,4.16557592087774,"healthy-all",0.0133333333333333,0.937533333333333
"14:105189908-105189966",-0.796233333333333,0.504883333333333,-21.1282104672744,5.74378533581798e-06,0.000299234125819826,4.16266380714429,"healthy-all",0.106766666666667,0.903
"13:114875309-114875404",0.790766666666667,0.516716666666667,21.1123934699002,5.76452074408648e-06,0.000299926375820551,4.15837648946015,"healthy-all",0.9121,0.121333333333333
"14:100784752-100784780",-0.9156,0.511866666666667,-21.0532385089938,5.84287353606402e-06,0.000303601015104767,4.14231351577691,"healthy-all",0.0540666666666667,0.969666666666667
"10:135259986-135260031",-0.3127,0.81305,-21.0477377684923,5.85022442256956e-06,0.000303601015104767,4.14081754463112,"healthy-all",0.6567,0.9694
"11:1578184-1578241",-0.809866666666667,0.574566666666667,-21.0319537861505,5.87137916511623e-06,0.000304306705737961,4.13652278732856,"healthy-all",0.169633333333333,0.9795
"3:62363041-62363120",-0.8762,0.547033333333333,-21.0142880857723,5.8951652395155e-06,0.000305146785810448,4.13171219237448,"healthy-all",0.108933333333333,0.985133333333333
"12:52626748-52626845",-0.773433333333333,0.579183333333333,-21.004227654034,5.90876300967949e-06,0.000305412035967623,4.12897079858291,"healthy-all",0.192466666666667,0.9659
"5:178548140-178548188",-0.241933333333333,0.8186,-20.9992849269364,5.91545747696223e-06,0.000305412035967623,4.12762345999766,"healthy-all",0.697633333333333,0.939566666666667
"3:122641273-122641324",-0.851033333333333,0.556383333333333,-20.9824166433922,5.93837287341318e-06,0.000306202578726277,4.12302294015116,"healthy-all",0.130866666666667,0.9819
"6:166267976-166268067",-0.8516,0.488466666666667,-20.9432692469607,5.99196737832172e-06,0.000308570995258816,4.11233190882983,"healthy-all",0.0626666666666667,0.914266666666667
"17:36718271-36718330",-0.9033,0.520283333333333,-20.9137389473267,6.0327812976512e-06,0.000310276035297205,4.10425403006416,"healthy-all",0.0686333333333333,0.971933333333333
"19:46443597-46443656",-0.7184,0.6166,-20.8923640997971,6.06253246124164e-06,0.00031109758931307,4.09839991160088,"healthy-all",0.2574,0.9758
"15:31775845-31775919",-0.875966666666667,0.515616666666667,-20.8911660651877,6.06420520003874e-06,0.00031109758931307,4.0980716178712,"healthy-all",0.0776333333333333,0.9536
"1:110754612-110754651",-0.761466666666667,0.5804,-20.8301052042929,6.15020127146831e-06,0.000315107831301909,4.08131429674492,"healthy-all",0.199666666666667,0.961133333333333
"5:140782688-140782792",-0.787033333333333,0.580183333333333,-20.8215104102259,6.1624234372496e-06,0.000315332851641015,4.07895162682289,"healthy-all",0.186666666666667,0.9737
"2:220313901-220313965",-0.809066666666667,0.4351,-20.7807178777362,6.22083248514011e-06,0.000317917696712027,4.067724621372,"healthy-all",0.0305666666666667,0.839633333333333
"14:51339024-51339103",-0.839633333333333,0.455383333333333,-20.6497177635351,6.41296644612815e-06,0.000327028653028561,4.03152084187949,"healthy-all",0.0355666666666667,0.8752
"21:47010224-47010299",-0.925366666666667,0.482283333333333,-20.6481211380488,6.41535188827105e-06,0.000327028653028561,4.03107817592895,"healthy-all",0.0196,0.944966666666667
"5:149546814-149546864",-0.817933333333333,0.546466666666667,-20.6260789740307,6.4483934626589e-06,0.000328297412306873,4.02496346467788,"healthy-all",0.1375,0.955433333333333
"12:52215819-52215891",-0.5109,0.70585,-20.6130643550886,6.46799879779292e-06,0.000328879772204443,4.02135001418534,"healthy-all",0.4504,0.9613
"1:6511938-6512019",0.8077,0.512816666666667,20.6044363540687,6.48103565550341e-06,0.000329127095690766,4.01895323098607,"healthy-all",0.916666666666667,0.108966666666667
"1:36788106-36788196",-0.8818,0.522133333333333,-20.5806892374838,6.51708110223185e-06,0.000330540772125918,4.01235130522889,"healthy-all",0.0812333333333333,0.963033333333333
"5:140811605-140811674",-0.806633333333334,0.56335,-20.5676002371495,6.53705190122253e-06,0.000331136625300795,4.00870918187454,"healthy-all",0.160033333333333,0.966666666666667
"20:57267676-57267714",-0.8601,0.49965,-20.5110974914144,6.62411214892068e-06,0.000335125151192443,3.99296019171517,"healthy-all",0.0696,0.9297
"10:88296558-88296617",-0.8604,0.5112,-20.423619807227,6.76166944133865e-06,0.000341655194569823,3.96849184999659,"healthy-all",0.081,0.9414
"12:58131912-58131997",0.817533333333333,0.440666666666667,20.4122199529835,6.77984774491673e-06,0.000341860379679716,3.96529549372498,"healthy-all",0.849433333333333,0.0319
"2:220312963-220313067",-0.816766666666667,0.581283333333333,-20.4104294522332,6.78270823580475e-06,0.000341860379679716,3.96479330087662,"healthy-all",0.1729,0.989666666666667
"17:36718483-36718581",-0.8583,0.55205,-20.3377167083835,6.90011094730619e-06,0.00034734295994871,3.94436184349179,"healthy-all",0.1229,0.9812
"10:22541738-22541794",-0.898033333333333,0.45365,-20.3107954885195,6.9441977897259e-06,0.000349125829201063,3.93677877704563,"healthy-all",0.00463333333333333,0.902666666666667
"17:1389556-1389672",-0.4087,0.305716666666667,-20.2972100949041,6.96657427601839e-06,0.000349814105572988,3.93294828450379,"healthy-all",0.101366666666667,0.510066666666667
"4:48493011-48493074",-0.851533333333333,0.5627,-20.1745069302824,7.17266190882187e-06,0.000359610943608602,3.89823490759812,"healthy-all",0.136933333333333,0.988466666666667
"17:61926254-61926307",-0.915133333333333,0.457566666666667,-20.1704860029607,7.17953859256826e-06,0.000359610943608602,3.89709380355246,"healthy-all",0,0.915133333333333
"5:132150128-132150164",-0.591933333333333,0.681566666666667,-20.1172313205102,7.27136894051494e-06,0.000363758134911152,3.88195914419195,"healthy-all",0.3856,0.977533333333333
"6:90597327-90597378",-0.7477,0.59345,-20.0805836320148,7.33538473330482e-06,0.00036650530843042,3.87152085849603,"healthy-all",0.2196,0.9673
"13:114524084-114524157",0.660666666666667,0.361733333333333,20.0619676247048,7.36816276176011e-06,0.000367686843344289,3.86621121964508,"healthy-all",0.692066666666667,0.0314
"1:33772826-33772919",-0.493466666666667,0.738233333333333,-20.0259135401513,7.43214764332701e-06,0.000370420814040126,3.85591392202381,"healthy-all",0.4915,0.984966666666667
"20:62272804-62272847",-0.882766666666667,0.52645,-20.0007921738831,7.47712592480953e-06,0.000372201901258349,3.84872815111142,"healthy-all",0.0850666666666667,0.967833333333333
"15:78111116-78111221",-0.5676,0.3279,-19.945696372704,7.57692431504462e-06,0.00037670409764341,3.83293686660482,"healthy-all",0.0441,0.6117
"13:110434494-110434543",0.822133333333333,0.5296,19.8741861397507,7.70885734102208e-06,0.000382790868039828,3.81237599468992,"healthy-all",0.940666666666667,0.118533333333333
"18:55107886-55107945",-0.922866666666667,0.5194,-19.8488493912068,7.75626479152082e-06,0.000384670615048442,3.80507339144394,"healthy-all",0.0579666666666667,0.980833333333333
"8:22446813-22446862",0.825466666666667,0.444933333333333,19.8126045580512,7.82469392889551e-06,0.000387587022399202,3.79461067803436,"healthy-all",0.857666666666667,0.0322
"11:76849187-76849269",-0.7921,0.59035,-19.743037826456,7.9580812302392e-06,0.000393655427834365,3.77447548140031,"healthy-all",0.1943,0.9864
"12:50354938-50355026",-0.748,0.527566666666667,-19.7369036359865,7.96997374928539e-06,0.000393655427834365,3.77269662990869,"healthy-all",0.153566666666667,0.901566666666667
"4:6660417-6660469",-0.6751,0.587116666666667,-19.7335267497119,7.97652973884041e-06,0.000393655427834365,3.77171713299167,"healthy-all",0.249566666666667,0.924666666666667
"19:2250923-2251021",-0.887466666666667,0.5483,-19.7215932189708,7.99974992180159e-06,0.000394318150674262,3.76825436496736,"healthy-all",0.104566666666667,0.992033333333333
"9:96080114-96080174",-0.682466666666667,0.6295,-19.707131141833,8.02799928257933e-06,0.000395226844876225,3.76405508780631,"healthy-all",0.288266666666667,0.970733333333333
"3:51989896-51989966",-0.796733333333334,0.5733,-19.6918207428199,8.05803666251428e-06,0.000396221238627732,3.75960614283832,"healthy-all",0.174933333333333,0.971666666666667
"5:132150165-132150269",-0.822666666666667,0.576333333333333,-19.6854013212706,8.07067112904824e-06,0.000396358532973051,3.75773974183605,"healthy-all",0.165,0.987666666666667
"7:25892474-25892568",-0.875966666666667,0.47705,-19.6606955491037,8.1195191312391e-06,0.000398271808689561,3.75055105680687,"healthy-all",0.0390666666666667,0.915033333333333
